canal,disposit,cdgtrn,cdgrpta,grupo_descrp_trxn,descrip_trxn,clasif_trxn,descripcion_grupo,descrip_cod_rpta,clasif_cod_rpta,grupo_modifcado,culpa_banco,producto_asociado
CANAL_6,DISPOSIT_4,532.0,47.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta De Ahorros.,No considerar,No considerar,Convenio No Valido,No considerar,NA,NO,Cta Ahorros
CANAL_2,DISPOSIT_11,2002.0,0.0,Consultar Autorizaciones y Pagos,Consultar Autorizaciones y Pagos,No Financiera,Consulta de datos generales de clientes,Transaccion Exitosa,Exitosa,Consulta de datos generales de clientes,NA,Sin producto
CANAL_2,DISPOSIT_10,453.0,0.0,Bloqueo De Claves Y Tarjetas,Bloqueo de todos los productos y claves,No Financiera,Claves,Transaccion Exitosa,Exitosa,Bloqueos,NA,Sin producto
CANAL_2,DISPOSIT_13,188.0,0.0,Bloqueo De Segunda Clave,Bloqueo De Segunda Clave,No Financiera,Claves,Transaccion Exitosa,Exitosa,Bloqueos,NA,Sin producto
CANAL_1,DISPOSIT_2,900.0,607.0,Consulta De Movimientos Deposito,Consulta De Movimientos,No Financiera,Consultas / Movimientos / Extractos,Clave Bloqueada,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Ahorro a la mano
CANAL_2,DISPOSIT_5,51.0,0.0,Consulta De Saldo Prestamos,Consulta Saldos Credinsumo,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Credinsumo
CANAL_2,DISPOSIT_10,604.0,568.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Validacion De Clave Fallida Por Session Key Erronea,No considerar,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,449.0,410.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta Corriente,Financiera,Transferencias de fondos,Fid: Monto De Retiro Superior Al Tope M xim,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_10,189.0,0.0,Cambio De Clave,Cambio Clave Gafis,No considerar,No considerar,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_2,DISPOSIT_11,613.0,556.0,Consulta Novedades OTP,Consulta Novedades OTP,No considerar,Claves,Cla:Cliente Posee Clave Pendiente De Activar,Tecnicamente Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_13,664.0,0.0,Listar tarjetas,Listar tarjetas Propias Bancolombia,No considerar,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,NA,NA,Tarjeta Debito
CANAL_5,DISPOSIT_4,464.0,61.0,Consulta De Movimientos Deposito,Consulta Movimientos Cuentas Deposito,No Financiera,Consultas / Movimientos / Extractos,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Consultas / Movimientos / Extractos,SI,Tarjeta Debito
CANAL_4,DISPOSIT_9,355.0,0.0,Replicacion Cuentas No Propias,Replicacion Cuentas No Propias,No Financiera,Inscripciones,Transaccion Exitosa,Exitosa,Inscripciones,NA,Sin producto
CANAL_6,DISPOSIT_4,538.0,44.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Traslado No Efectuado,No Exitosa,Transferencias,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,531.0,49.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Ha Superado El Maximo De Pagos Permitidos Al Mes,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_2,DISPOSIT_11,529.0,8.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Tarjeta No Autorizada A La Solicitud,No Exitosa,Pagos,NO,TDC
CANAL_6,DISPOSIT_4,346.0,30.0,Pago De Prestamos,Pago De Prestamos,Financiera,Pago de Prestamos,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Pagos,NO,Creditos
CANAL_6,DISPOSIT_4,531.0,30.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_2,DISPOSIT_5,50.0,334.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,#N/A Pendiente De Respuesta,No Exitosa,Recargas,SI,Recargas
CANAL_2,DISPOSIT_13,453.0,360.0,Bloqueo De Claves Y Tarjetas,Bloqueo de todos los productos y claves,No Financiera,Claves,Tipo De Vivienda No Valido,No Exitosa,Bloqueos,NO,Sin producto
CANAL_5,DISPOSIT_4,245.0,177.0,Inscripcion al Abono Automatico Transferencia Internacional,Inscripcion al Abono Automatico Transferencia Internacional,No Financiera,Inscripciones,No es posible realizar esta operacion,No Exitosa,Inscripciones,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,438.0,0.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Cta Corriente
CANAL_6,DISPOSIT_4,604.0,607.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Clave Bloqueada,No considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_11,429.0,0.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta Corriente,Financiera,Pago Tarjetas,Transaccion Exitosa,Exitosa,Pagos,NA,TDC
CANAL_5,DISPOSIT_4,601.0,602.0,Bloqueo De Segunda Clave,Bloqueo De Segunda Clave,No Financiera,Claves,Usted No Posee Segunda Clave,Tecnicamente Exitosa,Bloqueos,NO,Sin producto
CANAL_6,DISPOSIT_4,3300.0,0.0,Validacion codigo de seguridad,Validacion codigo de seguridad,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_2,DISPOSIT_5,0.0,52.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Clave No Valida,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_5,DISPOSIT_4,4100.0,70.0,Enrolamiento a Softoken personas,Enrolamiento a Softoken personas,No Financiera,Claves,En este momento el sistema no esta disponible. Intente mas tarde,No Exitosa,Claves,SI,Token
CANAL_4,DISPOSIT_9,539.0,1.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Documento De Identidad No Valido,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,438.0,28.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,Cuenta Destino No Existe,Tecnicamente Exitosa,Transferencias,NO,Cta Corriente
CANAL_2,DISPOSIT_5,64.0,90.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Cuenta Origen No Valida,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_11,602.0,4.0,Consulta De Novedades,Consulta De Novedades,No Financiera,Consultas / Movimientos / Extractos,Cuenta No Autorizada A La Solicitud,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_8,DISPOSIT_3,522.0,392.0,Compra Pse,Compra Pse Desde Cuenta De Ahorros,Financiera,Compras,Error Al Procesar La Transaccion,No Exitosa,Compras,SI,PSE
CANAL_6,DISPOSIT_4,1100.0,34.0,Transferencia A Inversion Fiduciaria,Transferencia Desde Inversion A Inversion Fiduciaria,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_11,611.0,568.0,Consultar Datos de seguridad,Consultar Datos de seguridad,No Financiera,Claves,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,Claves,NO,Sin producto
CANAL_1,DISPOSIT_2,630.0,0.0,Enviar Notificaciones,Enviar Comprobante de Pagos ALM,No Financiera,Autorizaciones,Transaccion Exitosa,Exitosa,Autorizaciones,NA,Ahorro a la mano
CANAL_2,DISPOSIT_11,48.0,140.0,Eliminacion Cuentas,Eliminacion Cuentas Bancolombia,No Financiera,Eliminaciones,Cuando Se Realiza El Cambio De Clave Esta No Es Valida,Tecnicamente Exitosa,Eliminaciones,NO,Sin producto
CANAL_4,DISPOSIT_9,385.0,415.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,Cada Veinte Dias El Usario Debe Cambiar La Clave,No Considerar,NA,SI,Sin producto
CANAL_4,DISPOSIT_9,113.0,0.0,Descarga De Archivos Pendientes,Descarga De Archivos Pendientes,No Financiera,Intercambio de archivos Cliente/Banco,Transaccion Exitosa,Exitosa,Intercambio de archivos Cliente/Banco,NA,Sin producto
CANAL_4,DISPOSIT_9,367.0,0.0,Consulta De Saldo Deposito,Consulta De Saldos Cuentas Y Tarjetas,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Tarjeta Debito
CANAL_5,DISPOSIT_4,122.0,579.0,Actualizacion De Informacion,Actualizacion De Informacion General,No Financiera,Actualizaciones,Titulo Profesional No Es Obligatorio,No Exitosa,Actualizaciones,NO,Sin producto
CANAL_1,DISPOSIT_12,403.0,52.0,Consultar Cupo Tarjeta De Credito,Consultar Cupo Tarjeta De Credito,No Financiera,Consultas / Movimientos / Extractos,Clave No Valida,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,TDC
CANAL_2,DISPOSIT_5,61.0,0.0,Consulta De Convenio,Consulta De Convenios Ivr,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_2,DISPOSIT_11,405.0,0.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo A Cuenta Corriente,Financiera,Utilizacion de cupo de credito,Transaccion Exitosa,Exitosa,Utilizacion de cupo de credito,NA,Audioprestamo
CANAL_2,DISPOSIT_13,177.0,0.0,Cancelacion Voluntaria Cuenta Ahorro A La Mano,Cancelacion Voluntaria Cuenta Ahorro A La Mano,No Financiera,Cancelaciones,Transaccion Exitosa,Exitosa,Cancelaciones,NA,Ahorro a la mano
CANAL_2,DISPOSIT_11,505.0,302.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo A Cuenta De Ahorros,Financiera,Utilizacion de cupo de credito,Cupo En Mora,Tecnicamente Exitosa,Utilizacion de cupo de credito,NO,Audioprestamo
CANAL_2,DISPOSIT_5,5.0,9.0,Consulta De Saldo Deposito,Consulta De Saldo Cuenta Ahorros Asociada,No Financiera,Consultas / Movimientos / Extractos,Error Al Consultar Valor De La Trm,No Exitosa,Consultas / Movimientos / Extractos,NO,Cta Ahorros
CANAL_3,DISPOSIT_6,532.0,216.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta De Ahorros.,No considerar,No considerar,Factura Ya Esta Cancelada,No considerar,NA,NO,Cta Ahorros
CANAL_2,DISPOSIT_5,3.0,7.0,Consulta De Saldo Tarjetas,Consulta De Saldo De Tarjeta De Credito,No Financiera,Consultas / Movimientos / Extractos,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),No Exitosa,Consultas / Movimientos / Extractos,NO,TDC
CANAL_5,DISPOSIT_4,549.0,447.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta De Ahorros,Financiera,Transferencias de fondos,Fid: Existe Solicitud De Cancelacion Pendiente Para Encarg,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_4,DISPOSIT_9,390.0,204.0,Inscripcion De Empresas Al Servicio,Inscripcion De Empresas Al Servicio,No considerar,No considerar,Cliente No Tiene Cuentas De Deposito Activas,No Considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_5,2.0,0.0,Consulta De Saldo Deposito,Consulta De Saldo Cuenta Ahorros Principal,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Cta Ahorros
CANAL_5,DISPOSIT_4,603.0,0.0,Cambio De Segunda Clave,Cambio De Segunda Clave,No Financiera,Claves,Transaccion Exitosa,Exitosa,Cambio de Claves,NA,Sin producto
CANAL_8,DISPOSIT_3,422.0,61.0,Compra Pse,Compra Pse Desde Cuenta Corriente,Financiera,Compras,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Compras,SI,PSE
CANAL_2,DISPOSIT_11,260.0,0.0,Consulta De Saldo Tarjetas,Consulta saldos tarjetas propias Bancolombia,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Tarjeta Debito
CANAL_6,DISPOSIT_4,538.0,55.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Cuenta Origen Y Cuenta Destino Iguales,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_2,DISPOSIT_13,328.0,2.0,Evidente para Enrolamiento OTP,Evidente para Enrolamiento OTP,No considerar,Claves,Documento Sin Tarjetas Inscritas,No Exitosa,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,369.0,52.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Clave No Valida,Tecnicamente Exitosa,Autenticaciones,NO,Sin producto
CANAL_5,DISPOSIT_4,488.0,909.0,Inactivacion Cuentas,Inactivacion Cuenta Bancolombia,No Financiera,Eliminaciones,Nit Beneficiario No V┴Lido,Tecnicamente Exitosa,Eliminaciones,NO,Sin producto
CANAL_5,DISPOSIT_4,529.0,57.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Tarjeta De Credito No Existe,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_2,DISPOSIT_11,615.0,0.0,Ley antitramites OTP,Ley antitramites OTP,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_8,DISPOSIT_3,522.0,50.0,Compra Pse,Compra Pse Desde Cuenta De Ahorros,Financiera,Compras,Cuenta No Existe,Tecnicamente Exitosa,Compras,NO,PSE
CANAL_5,DISPOSIT_4,486.0,632.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Cuenta Beneficiaria Ya Existe,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_11,260.0,332.0,Consulta De Saldo Tarjetas,Consulta saldos tarjetas propias Bancolombia,No Financiera,Consultas / Movimientos / Extractos,Error Al Procesar La Transaccion,No Exitosa,Consultas / Movimientos / Extractos,SI,Tarjeta Debito
CANAL_5,DISPOSIT_4,538.0,705.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,349.0,1.0,Consulta Detalle Prestamos,Consulta Detalle Credito Hipotecario,No Financiera,Consultas / Movimientos / Extractos,Documento De Identidad No Valido,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Hipotecario
CANAL_4,DISPOSIT_9,538.0,0.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Cta Ahorros
CANAL_5,DISPOSIT_4,118.0,774.0,Cancelacion Del Servicio De Alertas,Cancelacion Del Servicio De Alertas,No Financiera,Cancelaciones,Cliente No Tiene Inscripci N De Alertas,Tecnicamente Exitosa,Cancelaciones,NO,Sin producto
CANAL_1,DISPOSIT_12,202.0,841.0,Recarga De Celular,Recarga De Celular,Financiera,Recargas,Valor De Recarga Menor Al Minimo Permitido,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_2,DISPOSIT_13,228.0,332.0,Solicitar Cuestionario Para Segunda Clave,Solicitar Cuestionario Para Segunda Clave,No Financiera,Claves,Error De Comunicaciones,No Exitosa,Claves,SI,Sin producto
CANAL_5,DISPOSIT_4,453.0,0.0,Validaciones De Claves,Validaciones De Claves,No Financiera,Claves,Transaccion Exitosa,Exitosa,Validaciones,NA,Sin producto
CANAL_2,DISPOSIT_5,64.0,61.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Inscripciones,SI,Sin producto
CANAL_5,DISPOSIT_4,515.0,0.0,Grabar Prorroga,Grabar Prorroga,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_4,DISPOSIT_9,347.0,323.0,Consulta De Extractos,Consulta Extracto Del Credipago,No Financiera,Consultas / Movimientos / Extractos,Consulta Del Extracto No Esta Disponible En El Momento,No Exitosa,Consultas / Movimientos / Extractos,NO,Credipago
CANAL_2,DISPOSIT_5,61.0,568.0,Consulta De Convenio,Consulta De Convenios Ivr,No Financiera,Consultas / Movimientos / Extractos,#N/A Pendiente De Respuesta,No Exitosa,Consultas / Movimientos / Extractos,SI,Sin producto
CANAL_5,DISPOSIT_4,1501.0,382.0,Consulta De Cuentas De Inversion,Consulta De Cuentas De Inversion,No Financiera,Consultas / Movimientos / Extractos,Error Al Procesar La Transaccion,No Exitosa,Consultas / Movimientos / Extractos,SI,Inversiones
CANAL_2,DISPOSIT_11,529.0,0.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Transaccion Exitosa,Exitosa,Pagos,NA,TDC
CANAL_6,DISPOSIT_4,638.0,706.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,Supera Numero De Operaciones Personalizadas,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_6,DISPOSIT_4,539.0,30.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,602.0,602.0,Regeneracion de Clave,Regeneracion De Segunda Clave,No Financiera,Claves,Usted No Posee Segunda Clave,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_2,DISPOSIT_11,198.0,61.0,Consulta de Tarifas,Consulta de Tarifas,No Financiera,Consultas / Movimientos / Extractos,"Sistema No Disponible, Por Favor Intenta Mas Tarde",No Exitosa,Consultas / Movimientos / Extractos,SI,Sin producto
CANAL_6,DISPOSIT_4,3100.0,40.0,Enrolamiento a Softoken personas,Enrolamiento a Softoken personas,No Financiera,Claves,Cliente en Ley antitramites,Tecnicamente Exitosa,Claves,NO,Token
CANAL_6,DISPOSIT_4,464.0,452.0,Consulta De Movimientos Deposito,Consulta Movimientos Cuentas Deposito,No Financiera,Consultas / Movimientos / Extractos,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Consultas / Movimientos / Extractos,SI,Tarjeta Debito
CANAL_2,DISPOSIT_5,50.0,32.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,Cuenta Origen Tiene Bloqueos,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_5,DISPOSIT_4,485.0,920.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Cuenta Ya Inscrita,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_5,DISPOSIT_4,539.0,70.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Timeout,No Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_5,41.0,205.0,Consulta De Facturas,Consulta De Facturas De Servicios Publicos,No Financiera,Consultas / Movimientos / Extractos,La Clave Del Usuario A Crear Debe Ser De 8 Digitos,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_2,DISPOSIT_5,24.0,1.0,Transferencias de Fondos,Transferencia A Cuentas De Terceros Bancolombia,Financiera,Transferencias de fondos,Documento De Identidad No Valido,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_1,DISPOSIT_12,203.0,8.0,Vinculacion Ahorro A La Mano,Vinculacion Ahorro A La Mano,No Financiera,Validaciones de cuentas,Registro No Exitoso Comunicate Con El Banco,No Exitosa,Validaciones,SI,Ahorro a la mano
CANAL_2,DISPOSIT_13,440.0,0.0,Envidente para Cambio de Mecanismo OTP,Envidente para Cambio de Mecanismo OTP,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_2,DISPOSIT_11,9910.0,0.0,Consulta Numeros Tarjetas Banco,Consulta Numeros Tarjetas Banco,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_8,DISPOSIT_3,522.0,874.0,Compra Pse,Compra Pse Desde Cuenta De Ahorros,Financiera,Compras,Transaccion No Realizada Por Favor Intente Mas Tarde,No Exitosa,Compras,SI,PSE
CANAL_5,DISPOSIT_4,410.0,0.0,Consulta De Inversiones Fiduciarias,Consulta De Inversiones Fiduciarias,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Inversiones
CANAL_5,DISPOSIT_4,369.0,568.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,Autenticaciones,NO,Sin producto
CANAL_2,DISPOSIT_5,58.0,0.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Tarjeta Debito
CANAL_1,DISPOSIT_12,438.0,30.0,Transferencias de Fondos,Transferencia De Fondos Entre Cuentas Bancolombia,Financiera,Transferencias de fondos,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_6,DISPOSIT_4,1502.0,444.0,Consulta De Inversiones Fiduciarias,Consulta De Inversiones Fiduciarias De Terceros Inscritas,No Financiera,Consultas / Movimientos / Extractos,Fid:Error Generico Falla Fondos Transf A Cuentas,No Exitosa,Consultas / Movimientos / Extractos,SI,Inversiones
CANAL_5,DISPOSIT_4,119.0,0.0,Consulta De Alertas,Consulta De Alertas,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_1,DISPOSIT_12,431.0,30.0,Pago De Facturas,Pago De Factura Del Operador,Financiera,Pago de facturas,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Pagos,NO,Tarjeta Debito
CANAL_2,DISPOSIT_11,177.0,568.0,Cancelacion Voluntaria Cuenta Ahorro A La Mano,Cancelacion Voluntaria Cuenta Ahorro A La Mano,No Financiera,Cancelaciones,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,Cancelaciones,NO,Ahorro a la mano
CANAL_2,DISPOSIT_11,260.0,29.0,Consulta De Saldo Tarjetas,Consulta saldos tarjetas propias Bancolombia,No Financiera,Consultas / Movimientos / Extractos,Tarjeta No Valida,No Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_2,DISPOSIT_10,617.0,560.0,Consulta Estado Easy OTP,Consulta Estado Easy OTP,No considerar,Claves,Cla: Cliente Posee Clave Con Bloqueo Voluntario,Tecnicamente Exitosa,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,604.0,610.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Estado De Clave No Valido Para Ingresar,No considerar,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,346.0,70.0,Pago De Prestamos,Pago De Prestamos,Financiera,Pago de Prestamos,Timeout,No Exitosa,Pagos,NO,Creditos
CANAL_5,DISPOSIT_4,514.0,441.0,Grabar Constitucion Fiduciaria,Grabar Constitucion- Fid Desde Cartera Colectiva,Financiera,Actualizaciones,Horario No Permitido.,Tecnicamente Exitosa,Actualizaciones,NO,Carteras
CANAL_4,DISPOSIT_9,381.0,388.0,Cambio De Clave,Cambio De Clave,No Financiera,Claves,Usuario O Clave Invalida,Tecnicamente Exitosa,Cambio de Claves,NO,Sin producto
CANAL_2,DISPOSIT_13,453.0,0.0,Bloqueo De Claves Y Tarjetas,Bloqueo de todos los productos y claves,No Financiera,Claves,Transaccion Exitosa,Exitosa,Bloqueos,NA,Sin producto
CANAL_5,DISPOSIT_4,240.0,176.0,Bloqueo De Tarjetas,Bloqueo De Tarjetas De Credito,No Financiera,Bloqueos tarjetas,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Bloqueos,SI,TDC
CANAL_2,DISPOSIT_7,529.0,11.0,Pago De Facturas,Pago De Facturas De Servicios Personales Desde Cuenta De Ahorros,Financiera,Pago de facturas,Tipo De Documento No Valido,No Exitosa,Pagos,NO,Cta Ahorros
CANAL_1,DISPOSIT_2,531.0,83.0,Pago De Facturas,Pago con Validacion de Base de Datos App ALM,Financiera,Pago de facturas,Pago Valor Por Encima De Tope Permitido.,Tecnicamente Exitosa,Pagos,NO,Ahorro a la mano
CANAL_2,DISPOSIT_11,560.0,5.0,Consulta De Saldo Deposito,Consulta De Saldos Cuenta De Ahorros,No Financiera,Consultas / Movimientos / Extractos,Respuesta No Conocida,No Exitosa,Consultas / Movimientos / Extractos,SI,Cta Ahorros
CANAL_2,DISPOSIT_13,182.0,888.0,Consulta De Preguntas De Seguridad,Consulta De Preguntas De Seguridad,No Financiera,Modulos de seguridad,El Cliente No Tiene Gafis Como Monoproducto,No Exitosa,Modulos de seguridad,NO,Sin producto
CANAL_2,DISPOSIT_10,610.0,888.0,Validacion OTP,Validacion OTP,No considerar,Claves,En este momento el sistema no esta disponible. Intente mas tarde.,No Exitosa,NA,SI,Sin producto
CANAL_5,DISPOSIT_4,1260.0,0.0,Consulta detalle Tarjeta de credito,Consulta detalle Tarjeta de credito,No considerar,#N/A Transaccion desconocida,Transaccion Exitosa,Exitosa,NA,NA,TDC
CANAL_7,DISPOSIT_3,1011.0,0.0,Autenticar Token,Autenticar Token,No considerar,No considerar,Transaccion Exitosa,No Considerar,NA,NO,Token
CANAL_1,DISPOSIT_12,558.0,55.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Cuenta Origen Y Cuenta Destino Iguales,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_8,DISPOSIT_3,None,None,None,None,None,None,None,None,None,None,None
CANAL_2,DISPOSIT_11,429.0,37.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta Corriente,Financiera,Pago Tarjetas,Abono Supera El Total De La Deuda,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_5,DISPOSIT_4,488.0,954.0,Inactivacion Cuentas,Inactivacion Cuenta Bancolombia,No Financiera,Eliminaciones,Cuenta No Existe,Tecnicamente Exitosa,Eliminaciones,NO,Sin producto
CANAL_2,DISPOSIT_13,194.0,802.0,Desbloqueo De Segunda Clave,Desbloqueo De Segunda Clave,No Financiera,Claves,Ocurrie Un Error Al Llamar El Prog. De Consulta De Cuentas Inscritas,No Exitosa,Claves,SI,Sin producto
